,index,district_1,district_2,stn,ta_max,ta_min,ta_max_min,rn_day,ws_max,ws_ins_max,ws_mean,ws_min,hm_max,hm_mean,hm_min,date,month_x,year_x,num,year_y,tm,fire_type_1,fire_type_2,ignition_factor_category_1,ignition_factor_category_2,casualties,dead,injury,property_damage,location_category_1,location_category_2,location_category_3,month_y,ym,hour,season
523632,527565,강원특별자치도,태백시,216,7.6,-2.2,9.8,0.0,4.2,7.6,1.7,0.0,92.9,72.6,43.1,2020-03-03,3,2020,,,,,,,,,,,,,,,,,,
523633,527566,강원특별자치도,태백시,216,3.8,-4.8,8.6,0.0,5.1,11.6,1.9,0.5,81.1,54.7,24.2,2020-03-04,3,2020,,,,,,,,,,,,,,,,,,
523634,527567,강원특별자치도,태백시,216,5.2,-7.0,12.2,0.0,3.1,7.2,1.0,0.0,73.1,49.6,22.4,2020-03-05,3,2020,,,,,,,,,,,,,,,,,,
523635,527568,강원특별자치도,태백시,216,9.7,-8.0,17.7,0.0,3.6,6.9,0.7,0.0,76.3,46.4,8.5,2020-03-06,3,2020,,,,,,,,,,,,,,,,,,
523636,527569,강원특별자치도,태백시,216,9.4,-4.1,13.5,0.0,3.4,6.0,0.9,0.0,90.5,58.9,22.9,2020-03-07,3,2020,,,,,,,,,,,,,,,,,,
523637,527570,강원특별자치도,태백시,216,13.1,-3.4,16.5,0.0,3.8,6.0,0.8,0.0,96.7,76.1,43.4,2020-03-08,3,2020,,,,,,,,,,,,,,,,,,
523638,527571,강원특별자치도,태백시,216,15.6,-2.8,18.4,0.0,3.5,5.5,1.0,0.0,97.8,68.7,25.7,2020-03-09,3,2020,,,,,,,,,,,,,,,,,,
523639,527572,강원특별자치도,태백시,216,6.1,2.5,3.6,15.6,3.5,6.8,1.4,0.3,99.0,94.0,85.8,2020-03-10,3,2020,,,,,,,,,,,,,,,,,,
523640,527573,강원특별자치도,태백시,216,5.8,-2.7,8.5,0.0,3.3,9.4,1.3,0.1,78.5,47.8,27.9,2020-03-11,3,2020,,,,,,,,,,,,,,,,,,
523641,527574,강원특별자치도,태백시,216,10.8,-2.7,13.5,0.0,5.0,11.2,1.7,0.5,54.6,32.9,18.9,2020-03-12,3,2020,,,,,,,,,,,,,,,,,,
523642,527575,강원특별자치도,태백시,216,10.0,-2.7,12.7,0.0,4.3,8.9,1.8,0.2,81.2,53.9,15.3,2020-03-13,3,2020,7409.0,2020.0,2020-03-13 06:03:00,기타(쓰레기 화재등),,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,102.0,기타,야외,기타야외,3.0,2020-03,6.0,spring
523643,527576,강원특별자치도,태백시,216,6.4,-4.5,10.9,0.0,3.9,9.9,1.4,0.1,77.8,43.4,17.7,2020-03-14,3,2020,,,,,,,,,,,,,,,,,,
523644,527577,강원특별자치도,태백시,216,4.7,-3.6,8.3,3.3,6.6,10.4,2.0,1.0,96.5,62.3,30.8,2020-03-15,3,2020,,,,,,,,,,,,,,,,,,
523645,527578,강원특별자치도,태백시,216,5.9,-4.1,10.0,0.8,4.2,9.1,1.7,0.1,92.6,60.9,25.4,2020-03-16,3,2020,,,,,,,,,,,,,,,,,,
523646,527579,강원특별자치도,태백시,216,5.0,-0.9,5.9,0.4,4.2,11.7,2.2,1.2,91.6,66.6,33.3,2020-03-17,3,2020,,,,,,,,,,,,,,,,,,
523647,527580,강원특별자치도,태백시,216,13.7,-3.0,16.7,0.0,4.3,8.0,1.3,0.2,91.2,47.3,21.7,2020-03-18,3,2020,,,,,,,,,,,,,,,,,,
523648,527581,강원특별자치도,태백시,216,12.7,1.2,11.5,0.4,7.9,19.2,4.3,1.6,64.7,45.6,30.3,2020-03-19,3,2020,8289.0,2020.0,2020-03-19 05:38:00,기타(쓰레기 화재등),,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,181.0,기타,야외,기타야외,3.0,2020-03,5.0,spring
523649,527582,강원특별자치도,태백시,216,12.1,0.1,12.0,0.0,4.7,11.0,2.6,1.4,53.4,35.2,21.4,2020-03-20,3,2020,,,,,,,,,,,,,,,,,,
523650,527583,강원특별자치도,태백시,216,18.5,5.2,13.3,0.0,5.5,13.8,2.2,0.7,58.1,37.3,21.5,2020-03-21,3,2020,,,,,,,,,,,,,,,,,,
523651,527584,강원특별자치도,태백시,216,14.1,-0.1,14.2,0.0,5.0,10.3,2.4,0.2,88.4,66.3,47.1,2020-03-22,3,2020,,,,,,,,,,,,,,,,,,
523652,527585,강원특별자치도,태백시,216,13.3,-2.8,16.1,0.0,6.8,9.5,1.5,0.0,91.9,62.8,23.1,2020-03-23,3,2020,9145.0,2020.0,2020-03-23 23:42:00,기타(쓰레기 화재등),,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,227.0,기타,야외,공터,3.0,2020-03,23.0,spring
523653,527586,강원특별자치도,태백시,216,12.9,-3.4,16.3,0.0,4.7,7.3,1.1,0.0,86.1,61.9,20.2,2020-03-24,3,2020,,,,,,,,,,,,,,,,,,
523654,527587,강원특별자치도,태백시,216,19.0,-1.9,20.9,0.0,4.1,7.3,1.2,0.0,94.6,57.0,20.7,2020-03-25,3,2020,,,,,,,,,,,,,,,,,,
523655,527588,강원특별자치도,태백시,216,21.5,2.3,19.2,1.7,5.0,10.0,1.7,0.1,98.0,61.9,16.2,2020-03-26,3,2020,,,,,,,,,,,,,,,,,,
523656,527589,강원특별자치도,태백시,216,14.0,2.7,11.3,2.6,4.3,7.6,1.8,0.1,99.0,98.0,91.8,2020-03-27,3,2020,,,,,,,,,,,,,,,,,,
523657,527590,강원특별자치도,태백시,216,5.5,-1.2,6.7,0.0,5.1,8.3,2.3,0.1,99.0,71.0,53.1,2020-03-28,3,2020,,,,,,,,,,,,,,,,,,
523658,527591,강원특별자치도,태백시,216,5.0,-3.3,8.3,0.0,3.5,4.9,0.8,0.0,94.9,84.1,74.7,2020-03-29,3,2020,,,,,,,,,,,,,,,,,,
523659,527592,강원특별자치도,태백시,216,14.8,-1.9,16.7,0.0,3.9,6.4,0.8,0.0,99.0,71.9,37.7,2020-03-30,3,2020,,,,,,,,,,,,,,,,,,
523660,527593,강원특별자치도,태백시,216,18.0,-1.5,19.5,0.0,4.6,11.6,0.9,0.0,96.3,64.5,21.0,2020-03-31,3,2020,,,,,,,,,,,,,,,,,,
523661,527594,강원특별자치도,태백시,216,11.3,0.4,10.9,0.1,6.0,9.5,2.3,0.0,99.0,70.4,32.1,2020-04-01,4,2020,10183.0,2020.0,2020-04-01 05:19:00,기타(쓰레기 화재등),,부주의,가연물 근접방치,0.0,0.0,0.0,1.0,기타,야외,쓰레기,4.0,2020-04,5.0,spring
523662,527595,강원특별자치도,태백시,216,14.0,-3.4,17.4,0.0,3.4,7.3,1.0,0.0,96.7,50.1,15.3,2020-04-02,4,2020,,,,,,,,,,,,,,,,,,
523663,527596,강원특별자치도,태백시,216,15.2,3.6,11.6,0.0,3.3,8.2,1.4,0.2,33.5,22.3,12.0,2020-04-03,4,2020,,,,,,,,,,,,,,,,,,
523664,527597,강원특별자치도,태백시,216,10.1,-2.3,12.4,0.0,6.6,10.3,2.3,0.0,68.9,45.6,24.0,2020-04-04,4,2020,,,,,,,,,,,,,,,,,,
523665,527598,강원특별자치도,태백시,216,12.3,-5.5,17.8,0.0,4.4,6.1,1.0,0.0,74.9,46.6,12.3,2020-04-05,4,2020,,,,,,,,,,,,,,,,,,
523666,527599,강원특별자치도,태백시,216,15.4,-4.3,19.7,0.0,4.6,7.3,0.9,0.0,63.0,35.8,12.1,2020-04-06,4,2020,,,,,,,,,,,,,,,,,,
523667,527600,강원특별자치도,태백시,216,15.1,3.1,12.0,0.0,4.4,8.2,1.3,0.2,48.9,37.8,27.4,2020-04-07,4,2020,,,,,,,,,,,,,,,,,,
523668,527601,강원특별자치도,태백시,216,10.2,-1.5,11.7,0.0,6.2,9.3,1.6,0.0,78.1,58.7,20.8,2020-04-08,4,2020,,,,,,,,,,,,,,,,,,
523669,527602,강원특별자치도,태백시,216,11.8,-3.4,15.2,0.0,7.1,10.8,2.0,0.0,83.2,61.6,23.2,2020-04-09,4,2020,,,,,,,,,,,,,,,,,,
523670,527603,강원특별자치도,태백시,216,8.9,-1.4,10.3,0.0,2.7,4.7,0.8,0.0,94.3,65.3,40.8,2020-04-10,4,2020,,,,,,,,,,,,,,,,,,
523671,527604,강원특별자치도,태백시,216,10.6,-0.7,11.3,0.2,4.2,6.6,0.8,0.0,96.7,66.9,37.0,2020-04-11,4,2020,,,,,,,,,,,,,,,,,,
523672,527605,강원특별자치도,태백시,216,4.9,-1.4,6.3,23.3,6.1,10.5,1.7,0.0,99.0,95.8,90.8,2020-04-12,4,2020,,,,,,,,,,,,,,,,,,
523673,527606,강원특별자치도,태백시,216,9.1,-1.0,10.1,1.2,7.4,14.9,3.4,0.1,95.8,64.5,32.5,2020-04-13,4,2020,,,,,,,,,,,,,,,,,,
523674,527607,강원특별자치도,태백시,216,18.2,-2.3,20.5,0.0,4.0,10.3,1.2,0.1,82.5,41.7,15.8,2020-04-14,4,2020,,,,,,,,,,,,,,,,,,
523675,527608,강원특별자치도,태백시,216,18.7,1.8,16.9,0.0,5.6,9.0,1.8,0.1,86.7,53.8,17.2,2020-04-15,4,2020,,,,,,,,,,,,,,,,,,
523676,527609,강원특별자치도,태백시,216,14.5,3.6,10.9,0.0,4.5,7.0,1.8,0.1,88.9,74.2,51.4,2020-04-16,4,2020,,,,,,,,,,,,,,,,,,
523677,527610,강원특별자치도,태백시,216,12.4,3.5,8.9,5.3,6.5,13.5,2.0,0.2,99.0,82.9,67.9,2020-04-17,4,2020,,,,,,,,,,,,,,,,,,
523678,527611,강원특별자치도,태백시,216,11.3,2.4,8.9,0.0,4.6,8.2,1.8,0.1,99.0,82.9,64.2,2020-04-18,4,2020,,,,,,,,,,,,,,,,,,
523679,527612,강원특별자치도,태백시,216,9.4,2.3,7.1,14.4,3.8,7.1,1.1,0.1,99.0,88.5,68.4,2020-04-19,4,2020,,,,,,,,,,,,,,,,,,
523680,527613,강원특별자치도,태백시,216,11.4,4.3,7.1,1.6,5.5,13.5,1.6,0.0,99.0,79.7,58.7,2020-04-20,4,2020,,,,,,,,,,,,,,,,,,
523681,527614,강원특별자치도,태백시,216,9.4,-0.7,10.1,0.0,5.1,13.5,2.2,0.9,67.7,48.9,25.4,2020-04-21,4,2020,,,,,,,,,,,,,,,,,,
523682,527615,강원특별자치도,태백시,216,7.0,-0.9,7.9,0.0,3.7,10.6,1.9,1.0,62.0,46.1,33.8,2020-04-22,4,2020,,,,,,,,,,,,,,,,,,
523683,527616,강원특별자치도,태백시,216,10.5,-0.7,11.2,0.0,4.4,11.9,1.9,0.8,62.3,47.8,27.2,2020-04-23,4,2020,,,,,,,,,,,,,,,,,,
523684,527617,강원특별자치도,태백시,216,12.5,-0.1,12.6,0.0,5.8,14.9,1.8,0.3,61.8,39.0,21.6,2020-04-24,4,2020,,,,,,,,,,,,,,,,,,
523685,527618,강원특별자치도,태백시,216,18.8,6.8,12.0,0.0,7.4,16.5,3.3,0.6,51.5,35.6,25.1,2020-04-25,4,2020,,,,,,,,,,,,,,,,,,
523686,527619,강원특별자치도,태백시,216,10.7,1.6,9.1,0.3,5.8,9.8,1.2,0.1,98.0,76.4,43.8,2020-04-26,4,2020,,,,,,,,,,,,,,,,,,
523687,527620,강원특별자치도,태백시,216,13.4,-0.9,14.3,0.0,4.6,8.9,1.2,0.0,99.0,72.4,31.5,2020-04-27,4,2020,,,,,,,,,,,,,,,,,,
523688,527621,강원특별자치도,태백시,216,17.3,-0.4,17.7,0.0,4.2,11.5,1.5,0.0,96.8,50.8,21.7,2020-04-28,4,2020,,,,,,,,,,,,,,,,,,
523689,527622,강원특별자치도,태백시,216,22.2,9.3,12.9,0.0,4.1,8.7,1.6,0.4,50.7,33.2,18.4,2020-04-29,4,2020,,,,,,,,,,,,,,,,,,
523690,527623,강원특별자치도,태백시,216,23.3,10.6,12.7,0.0,6.7,13.3,2.9,1.0,57.9,34.9,20.7,2020-04-30,4,2020,,,,,,,,,,,,,,,,,,
523691,527624,강원특별자치도,태백시,216,27.5,13.7,13.8,0.0,4.7,13.0,2.0,1.1,73.0,50.0,30.7,2020-05-01,5,2020,,,,,,,,,,,,,,,,,,
523692,527625,강원특별자치도,태백시,216,24.9,16.9,8.0,0.0,5.3,8.4,2.0,0.2,75.1,60.3,40.7,2020-05-02,5,2020,,,,,,,,,,,,,,,,,,
523693,527626,강원특별자치도,태백시,216,20.8,12.9,7.9,0.0,4.9,7.5,1.7,0.0,97.3,74.5,60.0,2020-05-03,5,2020,,,,,,,,,,,,,,,,,,
523694,527627,강원특별자치도,태백시,216,25.6,9.2,16.4,0.0,7.6,10.7,1.9,0.0,99.0,84.4,46.1,2020-05-04,5,2020,,,,,,,,,,,,,,,,,,
523695,527628,강원특별자치도,태백시,216,20.8,8.9,11.9,4.5,5.5,9.5,1.4,0.1,99.0,83.6,52.2,2020-05-05,5,2020,,,,,,,,,,,,,,,,,,
523696,527629,강원특별자치도,태백시,216,18.8,5.9,12.9,0.0,5.7,9.3,1.8,0.1,99.0,71.2,36.8,2020-05-06,5,2020,,,,,,,,,,,,,,,,,,
523697,527630,강원특별자치도,태백시,216,18.8,2.6,16.2,0.0,3.7,6.0,1.4,0.1,94.1,53.4,21.7,2020-05-07,5,2020,,,,,,,,,,,,,,,,,,
523698,527631,강원특별자치도,태백시,216,24.4,3.5,20.9,0.5,4.5,7.2,1.7,0.1,82.1,43.1,11.9,2020-05-08,5,2020,15341.0,2020.0,2020-05-08 10:33:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,기타야외,5.0,2020-05,10.0,spring
523699,527632,강원특별자치도,태백시,216,15.9,11.1,4.8,26.6,4.5,7.0,2.2,0.4,99.0,95.8,83.6,2020-05-09,5,2020,,,,,,,,,,,,,,,,,,
523700,527633,강원특별자치도,태백시,216,18.8,11.6,7.2,0.0,4.4,8.6,1.9,0.3,90.8,75.3,64.3,2020-05-10,5,2020,,,,,,,,,,,,,,,,,,
523701,527634,강원특별자치도,태백시,216,21.1,11.9,9.2,0.0,5.5,12.2,2.6,1.5,67.1,42.1,31.5,2020-05-11,5,2020,,,,,,,,,,,,,,,,,,
523702,527635,강원특별자치도,태백시,216,18.6,9.9,8.7,0.6,7.0,13.4,2.6,0.9,76.8,54.0,42.4,2020-05-12,5,2020,,,,,,,,,,,,,,,,,,
523703,527636,강원특별자치도,태백시,216,20.0,5.4,14.6,0.0,3.8,13.4,1.6,0.3,79.2,42.7,24.6,2020-05-13,5,2020,,,,,,,,,,,,,,,,,,
523704,527637,강원특별자치도,태백시,216,25.6,9.2,16.4,0.0,4.6,7.8,1.6,0.3,47.6,28.6,15.7,2020-05-14,5,2020,,,,,,,,,,,,,,,,,,
523705,527638,강원특별자치도,태백시,216,17.0,10.9,6.1,14.7,4.6,8.1,1.9,0.2,97.0,76.8,40.9,2020-05-15,5,2020,16070.0,2020.0,2020-05-15 19:58:00,기타(쓰레기 화재등),,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,105.0,기타,야외,기타야외,5.0,2020-05,19.0,spring
523706,527639,강원특별자치도,태백시,216,21.0,12.3,8.7,0.0,4.1,5.9,1.3,0.1,99.0,89.7,65.3,2020-05-16,5,2020,,,,,,,,,,,,,,,,,,
523707,527640,강원특별자치도,태백시,216,27.2,11.4,15.8,0.0,4.0,7.0,1.1,0.1,99.0,78.8,37.4,2020-05-17,5,2020,,,,,,,,,,,,,,,,,,
523708,527641,강원특별자치도,태백시,216,20.7,12.0,8.7,31.7,4.5,9.0,1.4,0.0,99.0,90.3,61.4,2020-05-18,5,2020,,,,,,,,,,,,,,,,,,
523709,527642,강원특별자치도,태백시,216,14.6,6.6,8.0,18.0,4.2,9.9,1.7,0.7,99.0,80.8,62.0,2020-05-19,5,2020,,,,,,,,,,,,,,,,,,
523710,527643,강원특별자치도,태백시,216,10.3,4.1,6.2,0.0,4.4,7.4,2.0,0.2,97.3,81.8,70.5,2020-05-20,5,2020,,,,,,,,,,,,,,,,,,
523711,527644,강원특별자치도,태백시,216,16.6,2.1,14.5,0.0,4.4,6.4,1.4,0.0,99.0,81.0,54.0,2020-05-21,5,2020,,,,,,,,,,,,,,,,,,
523712,527645,강원특별자치도,태백시,216,21.5,7.2,14.3,1.5,4.4,7.0,1.8,0.3,99.0,83.9,50.4,2020-05-22,5,2020,,,,,,,,,,,,,,,,,,
523713,527646,강원특별자치도,태백시,216,24.3,9.7,14.6,0.0,3.6,6.1,1.5,0.1,99.0,69.0,28.9,2020-05-23,5,2020,,,,,,,,,,,,,,,,,,
523714,527647,강원특별자치도,태백시,216,22.2,11.1,11.1,4.1,5.1,12.3,2.1,0.2,85.6,70.4,49.0,2020-05-24,5,2020,,,,,,,,,,,,,,,,,,
523715,527648,강원특별자치도,태백시,216,21.7,10.2,11.5,0.0,3.1,6.8,0.9,0.2,91.6,66.4,44.9,2020-05-25,5,2020,,,,,,,,,,,,,,,,,,
523716,527649,강원특별자치도,태백시,216,24.6,9.8,14.8,0.0,4.0,7.2,1.2,0.0,95.9,69.6,32.2,2020-05-26,5,2020,,,,,,,,,,,,,,,,,,
523717,527650,강원특별자치도,태백시,216,22.4,9.6,12.8,0.0,3.9,6.5,1.6,0.1,85.4,61.2,41.7,2020-05-27,5,2020,,,,,,,,,,,,,,,,,,
523718,527651,강원특별자치도,태백시,216,20.9,9.4,11.5,0.2,4.6,6.6,1.1,0.0,94.1,67.9,32.8,2020-05-28,5,2020,,,,,,,,,,,,,,,,,,
523719,527652,강원특별자치도,태백시,216,22.5,7.1,15.4,0.0,4.7,6.9,0.9,0.0,98.8,73.7,42.9,2020-05-29,5,2020,,,,,,,,,,,,,,,,,,
523720,527653,강원특별자치도,태백시,216,25.7,7.0,18.7,0.0,3.8,5.9,0.9,0.1,96.7,65.0,29.0,2020-05-30,5,2020,,,,,,,,,,,,,,,,,,
523721,527654,강원특별자치도,태백시,216,26.1,9.0,17.1,0.0,4.5,7.3,1.5,0.0,97.7,63.5,26.6,2020-05-31,5,2020,,,,,,,,,,,,,,,,,,
523722,527655,강원특별자치도,태백시,216,22.7,14.7,8.0,0.0,4.9,10.6,1.9,0.6,83.6,56.6,37.5,2020-06-01,6,2020,,,,,,,,,,,,,,,,,,
523723,527656,강원특별자치도,태백시,216,24.9,10.7,14.2,0.0,5.5,10.5,1.6,0.2,63.3,42.4,24.7,2020-06-02,6,2020,,,,,,,,,,,,,,,,,,
523724,527657,강원특별자치도,태백시,216,28.5,17.4,11.1,0.0,4.4,9.1,2.1,0.8,73.1,55.9,27.3,2020-06-03,6,2020,,,,,,,,,,,,,,,,,,
523725,527658,강원특별자치도,태백시,216,28.4,15.2,13.2,0.0,5.4,9.8,2.0,0.4,79.9,56.0,34.2,2020-06-04,6,2020,,,,,,,,,,,,,,,,,,
523726,527659,강원특별자치도,태백시,216,28.5,15.2,13.3,0.0,5.7,8.3,1.6,0.4,85.6,68.6,28.2,2020-06-05,6,2020,,,,,,,,,,,,,,,,,,
523727,527660,강원특별자치도,태백시,216,24.3,12.5,11.8,0.0,3.2,6.4,1.0,0.1,97.0,66.0,40.6,2020-06-06,6,2020,,,,,,,,,,,,,,,,,,
523728,527661,강원특별자치도,태백시,216,28.1,10.2,17.9,0.0,3.7,6.3,1.1,0.1,87.6,61.2,40.1,2020-06-07,6,2020,,,,,,,,,,,,,,,,,,
523729,527662,강원특별자치도,태백시,216,32.8,14.0,18.8,0.0,3.0,5.1,1.1,0.1,97.6,64.1,29.2,2020-06-08,6,2020,,,,,,,,,,,,,,,,,,
523730,527663,강원특별자치도,태백시,216,34.9,15.5,19.4,0.0,3.8,6.0,1.0,0.1,93.5,57.2,19.2,2020-06-09,6,2020,,,,,,,,,,,,,,,,,,
523731,527664,강원특별자치도,태백시,216,31.0,16.4,14.6,6.0,3.4,5.9,1.0,0.0,96.8,66.1,36.2,2020-06-10,6,2020,,,,,,,,,,,,,,,,,,
523732,527665,강원특별자치도,태백시,216,27.8,17.9,9.9,8.9,4.1,6.9,1.5,0.2,99.0,78.4,58.2,2020-06-11,6,2020,,,,,,,,,,,,,,,,,,
523733,527666,강원특별자치도,태백시,216,27.0,16.7,10.3,1.8,2.6,4.6,0.8,0.0,98.8,81.8,58.9,2020-06-12,6,2020,,,,,,,,,,,,,,,,,,
523734,527667,강원특별자치도,태백시,216,30.3,15.5,14.8,0.0,3.6,6.6,1.3,0.1,99.0,70.0,37.2,2020-06-13,6,2020,,,,,,,,,,,,,,,,,,
523735,527668,강원특별자치도,태백시,216,27.5,18.5,9.0,1.0,3.5,8.8,1.2,0.2,99.0,76.4,54.4,2020-06-14,6,2020,,,,,,,,,,,,,,,,,,
523736,527669,강원특별자치도,태백시,216,26.4,15.1,11.3,0.0,4.0,9.8,1.8,0.9,79.9,53.8,39.0,2020-06-15,6,2020,,,,,,,,,,,,,,,,,,
523737,527670,강원특별자치도,태백시,216,27.1,14.1,13.0,0.0,3.3,5.6,1.3,0.3,75.1,57.1,44.6,2020-06-16,6,2020,,,,,,,,,,,,,,,,,,
523738,527671,강원특별자치도,태백시,216,27.6,12.1,15.5,0.0,4.9,7.5,1.5,0.1,94.1,64.2,34.7,2020-06-17,6,2020,,,,,,,,,,,,,,,,,,
523739,527672,강원특별자치도,태백시,216,22.8,15.9,6.9,0.0,4.4,6.9,1.2,0.0,89.1,77.7,58.3,2020-06-18,6,2020,,,,,,,,,,,,,,,,,,
523740,527673,강원특별자치도,태백시,216,19.5,14.7,4.8,0.0,4.2,6.1,2.0,0.6,96.7,91.2,77.6,2020-06-19,6,2020,,,,,,,,,,,,,,,,,,
523741,527674,강원특별자치도,태백시,216,27.2,14.2,13.0,0.0,3.5,5.6,1.2,0.1,98.0,78.5,46.0,2020-06-20,6,2020,,,,,,,,,,,,,,,,,,
523742,527675,강원특별자치도,태백시,216,28.3,15.7,12.6,0.0,3.4,5.9,1.1,0.0,99.0,75.7,43.9,2020-06-21,6,2020,,,,,,,,,,,,,,,,,,
523743,527676,강원특별자치도,태백시,216,31.2,14.6,16.6,0.0,3.5,6.7,1.0,0.0,98.9,62.0,28.3,2020-06-22,6,2020,,,,,,,,,,,,,,,,,,
523744,527677,강원특별자치도,태백시,216,30.6,15.1,15.5,0.0,4.4,7.4,1.3,0.0,86.5,57.3,22.6,2020-06-23,6,2020,,,,,,,,,,,,,,,,,,
523745,527678,강원특별자치도,태백시,216,22.6,16.1,6.5,0.2,5.6,12.0,1.8,0.2,98.9,72.9,47.1,2020-06-24,6,2020,,,,,,,,,,,,,,,,,,
523746,527679,강원특별자치도,태백시,216,24.8,16.8,8.0,0.5,4.4,6.9,1.9,0.2,99.0,89.8,68.5,2020-06-25,6,2020,,,,,,,,,,,,,,,,,,
523747,527680,강원특별자치도,태백시,216,22.7,18.1,4.6,0.0,3.8,8.1,1.7,0.3,86.5,74.3,61.2,2020-06-26,6,2020,,,,,,,,,,,,,,,,,,
523748,527681,강원특별자치도,태백시,216,25.5,17.5,8.0,0.0,4.2,6.8,1.3,0.3,87.6,69.8,54.8,2020-06-27,6,2020,,,,,,,,,,,,,,,,,,
523749,527682,강원특별자치도,태백시,216,25.2,16.0,9.2,2.1,4.7,7.8,1.4,0.1,99.0,81.8,57.8,2020-06-28,6,2020,,,,,,,,,,,,,,,,,,
523750,527683,강원특별자치도,태백시,216,23.7,15.2,8.5,15.3,4.2,7.3,1.9,0.2,99.0,82.7,61.8,2020-06-29,6,2020,,,,,,,,,,,,,,,,,,
523751,527684,강원특별자치도,태백시,216,21.1,14.8,6.3,49.7,5.4,9.6,2.3,0.5,99.0,88.9,76.1,2020-06-30,6,2020,,,,,,,,,,,,,,,,,,
523752,527685,강원특별자치도,태백시,216,21.1,12.6,8.5,0.0,4.6,11.2,1.9,0.0,98.9,81.7,65.4,2020-07-01,7,2020,,,,,,,,,,,,,,,,,,
523753,527686,강원특별자치도,태백시,216,25.8,10.9,14.9,0.0,3.2,4.8,0.8,0.0,99.0,76.4,45.5,2020-07-02,7,2020,,,,,,,,,,,,,,,,,,
523754,527687,강원특별자치도,태백시,216,21.5,13.4,8.1,0.0,3.0,4.7,0.8,0.0,99.0,78.4,52.6,2020-07-03,7,2020,,,,,,,,,,,,,,,,,,
523755,527688,강원특별자치도,태백시,216,24.0,14.4,9.6,1.2,3.7,5.9,1.4,0.1,99.0,78.3,54.6,2020-07-04,7,2020,,,,,,,,,,,,,,,,,,
523756,527689,강원특별자치도,태백시,216,26.8,14.0,12.8,0.0,4.0,6.7,1.2,0.1,99.0,75.0,43.5,2020-07-05,7,2020,20722.0,2020.0,2020-07-05 15:18:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,121.0,기타,야외,쓰레기,7.0,2020-07,15.0,summer
523757,527690,강원특별자치도,태백시,216,27.6,13.7,13.9,1.1,3.8,5.9,1.0,0.0,99.0,80.6,50.4,2020-07-06,7,2020,,,,,,,,,,,,,,,,,,
523758,527691,강원특별자치도,태백시,216,27.4,17.1,10.3,0.0,4.2,7.7,1.4,0.2,99.0,75.6,51.6,2020-07-07,7,2020,,,,,,,,,,,,,,,,,,
523759,527692,강원특별자치도,태백시,216,25.6,15.4,10.2,0.0,4.3,6.6,1.3,0.0,99.0,82.6,60.4,2020-07-08,7,2020,,,,,,,,,,,,,,,,,,
523760,527693,강원특별자치도,태백시,216,25.8,16.6,9.2,0.0,4.2,6.1,1.6,0.0,99.0,85.7,64.5,2020-07-09,7,2020,,,,,,,,,,,,,,,,,,
523761,527694,강원특별자치도,태백시,216,22.8,17.6,5.2,11.0,3.2,5.3,1.1,0.1,99.0,97.0,90.3,2020-07-10,7,2020,,,,,,,,,,,,,,,,,,
523762,527695,강원특별자치도,태백시,216,20.3,16.2,4.1,1.6,4.1,5.6,1.3,0.0,99.0,96.4,83.3,2020-07-11,7,2020,,,,,,,,,,,,,,,,,,
523763,527696,강원특별자치도,태백시,216,20.2,14.5,5.7,6.5,3.3,4.4,1.3,0.2,99.0,92.7,78.3,2020-07-12,7,2020,,,,,,,,,,,,,,,,,,
523764,527697,강원특별자치도,태백시,216,15.9,14.4,1.5,79.9,3.5,7.5,1.8,0.2,99.0,98.4,96.2,2020-07-13,7,2020,,,,,,,,,,,,,,,,,,
523765,527698,강원특별자치도,태백시,216,16.2,13.8,2.4,19.3,3.5,8.5,2.0,0.3,99.0,98.1,94.7,2020-07-14,7,2020,,,,,,,,,,,,,,,,,,
523766,527699,강원특별자치도,태백시,216,19.4,13.7,5.7,0.0,3.5,5.3,1.4,0.0,99.0,93.9,77.0,2020-07-15,7,2020,,,,,,,,,,,,,,,,,,
523767,527700,강원특별자치도,태백시,216,25.5,11.0,14.5,0.0,3.6,5.9,1.2,0.1,99.0,76.7,48.9,2020-07-16,7,2020,,,,,,,,,,,,,,,,,,
523768,527701,강원특별자치도,태백시,216,26.1,11.5,14.6,0.0,3.6,6.7,1.2,0.0,99.0,77.6,52.6,2020-07-17,7,2020,,,,,,,,,,,,,,,,,,
523769,527702,강원특별자치도,태백시,216,26.1,12.9,13.2,0.0,3.9,6.1,1.1,0.0,99.0,81.2,42.3,2020-07-18,7,2020,,,,,,,,,,,,,,,,,,
523770,527703,강원특별자치도,태백시,216,24.6,11.8,12.8,0.0,5.3,13.9,2.0,0.0,97.2,84.7,71.4,2020-07-19,7,2020,,,,,,,,,,,,,,,,,,
523771,527704,강원특별자치도,태백시,216,25.4,20.7,4.7,3.3,6.9,14.7,3.7,0.4,94.9,77.9,70.5,2020-07-20,7,2020,,,,,,,,,,,,,,,,,,
