,index,district_1,district_2,stn,ta_max,ta_min,ta_max_min,rn_day,ws_max,ws_ins_max,ws_mean,ws_min,hm_max,hm_mean,hm_min,date,month_x,year_x,num,year_y,tm,fire_type_1,fire_type_2,ignition_factor_category_1,ignition_factor_category_2,casualties,dead,injury,property_damage,location_category_1,location_category_2,location_category_3,month_y,ym,hour,season
518381,522314,강원특별자치도,강릉시,105,5.7,-2.1,7.8,0.0,6.2,10.6,3.8,2.2,24.9,19.9,11.6,2018-01-01,1,2018,28.0,2018.0,2018-01-01 07:09:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,기타야외,1.0,2018-01,7.0,winter
518382,522315,강원특별자치도,강릉시,105,5.7,-2.1,7.8,0.0,6.2,10.6,3.8,2.2,24.9,19.9,11.6,2018-01-01,1,2018,80.0,2018.0,2018-01-01 18:07:00,기타(쓰레기 화재등),,부주의,용접/ 절단/ 연마,0.0,0.0,0.0,11.0,기타,야외,기타야외,1.0,2018-01,18.0,winter
518383,522316,강원특별자치도,강릉시,105,5.7,-2.1,7.8,0.0,6.2,10.6,3.8,2.2,24.9,19.9,11.6,2018-01-01,1,2018,82.0,2018.0,2018-01-01 18:25:00,임야,,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,0.0,임야,들불,기타 들불,1.0,2018-01,18.0,winter
518384,522317,강원특별자치도,강릉시,105,5.7,-2.1,7.8,0.0,6.2,10.6,3.8,2.2,24.9,19.9,11.6,2018-01-01,1,2018,87.0,2018.0,2018-01-01 19:30:00,기타(쓰레기 화재등),,부주의,기타(부주의),0.0,0.0,0.0,0.0,기타,야외,기타야외,1.0,2018-01,19.0,winter
518385,522318,강원특별자치도,강릉시,105,6.9,-0.6,7.5,0.0,5.4,11.2,2.9,0.9,35.8,23.0,14.8,2018-01-02,1,2018,,,,,,,,,,,,,,,,,,
518386,522319,강원특별자치도,강릉시,105,4.8,-3.8,8.6,0.0,4.9,7.8,2.6,0.6,30.7,25.8,18.4,2018-01-03,1,2018,,,,,,,,,,,,,,,,,,
518387,522320,강원특별자치도,강릉시,105,4.4,-4.5,8.9,0.0,5.1,8.0,2.7,0.9,60.0,41.4,22.8,2018-01-04,1,2018,,,,,,,,,,,,,,,,,,
518388,522321,강원특별자치도,강릉시,105,7.6,-0.9,8.5,0.0,5.1,8.6,3.3,0.9,61.2,37.4,15.3,2018-01-05,1,2018,586.0,2018.0,2018-01-05 20:09:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,쓰레기,1.0,2018-01,20.0,winter
518389,522322,강원특별자치도,강릉시,105,6.9,-1.6,8.5,0.0,5.3,9.5,3.1,0.5,39.7,29.5,18.7,2018-01-06,1,2018,,,,,,,,,,,,,,,,,,
518390,522323,강원특별자치도,강릉시,105,9.1,-1.6,10.7,0.0,5.3,7.8,2.4,0.3,35.7,27.7,14.4,2018-01-07,1,2018,,,,,,,,,,,,,,,,,,
518391,522324,강원특별자치도,강릉시,105,9.2,2.4,6.8,0.0,5.6,10.5,3.5,1.2,53.2,41.2,18.2,2018-01-08,1,2018,,,,,,,,,,,,,,,,,,
518392,522325,강원특별자치도,강릉시,105,2.6,-3.6,6.2,0.0,8.8,18.0,5.0,3.1,45.5,32.7,26.2,2018-01-09,1,2018,965.0,2018.0,2018-01-09 07:21:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,기타야외,1.0,2018-01,7.0,winter
518393,522326,강원특별자치도,강릉시,105,-1.4,-8.5,7.1,0.0,7.5,16.3,3.4,0.7,51.8,29.0,15.4,2018-01-10,1,2018,,,,,,,,,,,,,,,,,,
518394,522327,강원특별자치도,강릉시,105,-3.5,-10.1,6.6,0.0,6.3,10.7,4.6,2.6,35.3,28.6,21.2,2018-01-11,1,2018,,,,,,,,,,,,,,,,,,
518395,522328,강원특별자치도,강릉시,105,-0.8,-11.5,10.7,0.0,6.1,12.1,4.3,2.2,34.7,24.3,14.8,2018-01-12,1,2018,,,,,,,,,,,,,,,,,,
518396,522329,강원특별자치도,강릉시,105,5.1,-5.6,10.7,0.0,5.1,8.8,2.5,1.4,44.1,34.3,25.4,2018-01-13,1,2018,,,,,,,,,,,,,,,,,,
518397,522330,강원특별자치도,강릉시,105,9.2,-3.0,12.2,0.0,6.9,15.3,3.2,1.1,48.6,36.7,18.3,2018-01-14,1,2018,1652.0,2018.0,2018-01-14 18:07:00,기타(쓰레기 화재등),,미상,미상,0.0,0.0,0.0,0.0,기타,야외,공터,1.0,2018-01,18.0,winter
518398,522331,강원특별자치도,강릉시,105,12.5,6.7,5.8,0.0,6.4,14.1,3.7,1.6,51.7,36.3,23.7,2018-01-15,1,2018,,,,,,,,,,,,,,,,,,
518399,522332,강원특별자치도,강릉시,105,12.2,5.5,6.7,0.0,5.4,10.0,2.7,1.1,55.1,35.9,22.4,2018-01-16,1,2018,1883.0,2018.0,2018-01-16 14:37:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,공터,1.0,2018-01,14.0,winter
518400,522333,강원특별자치도,강릉시,105,7.3,3.6,3.7,1.0,6.6,13.5,1.8,0.6,86.1,68.0,44.8,2018-01-17,1,2018,,,,,,,,,,,,,,,,,,
518401,522334,강원특별자치도,강릉시,105,9.2,4.2,5.0,0.0,7.1,12.8,2.8,0.7,46.4,33.7,20.7,2018-01-18,1,2018,,,,,,,,,,,,,,,,,,
518402,522335,강원특별자치도,강릉시,105,10.0,1.5,8.5,0.0,4.1,7.1,2.2,0.8,33.4,23.0,11.0,2018-01-19,1,2018,,,,,,,,,,,,,,,,,,
518403,522336,강원특별자치도,강릉시,105,7.3,0.7,6.6,0.0,6.0,9.4,3.2,1.2,47.1,38.5,21.2,2018-01-20,1,2018,,,,,,,,,,,,,,,,,,
518404,522337,강원특별자치도,강릉시,105,7.6,-0.4,8.0,0.0,4.1,7.4,2.4,0.8,46.5,32.4,15.2,2018-01-21,1,2018,,,,,,,,,,,,,,,,,,
518405,522338,강원특별자치도,강릉시,105,6.0,-0.9,6.9,1.5,3.6,6.6,1.7,0.7,89.4,51.6,32.2,2018-01-22,1,2018,,,,,,,,,,,,,,,,,,
518406,522339,강원특별자치도,강릉시,105,-0.5,-11.9,11.4,0.0,9.0,15.5,4.8,1.0,88.9,35.1,17.3,2018-01-23,1,2018,,,,,,,,,,,,,,,,,,
518407,522340,강원특별자치도,강릉시,105,-6.4,-14.2,7.8,0.0,6.3,11.0,4.1,2.6,32.7,20.7,14.0,2018-01-24,1,2018,,,,,,,,,,,,,,,,,,
518408,522341,강원특별자치도,강릉시,105,-1.5,-12.6,11.1,0.0,7.0,12.2,3.8,1.3,26.6,21.8,13.8,2018-01-25,1,2018,,,,,,,,,,,,,,,,,,
518409,522342,강원특별자치도,강릉시,105,-3.5,-13.8,10.3,0.0,5.8,9.1,3.4,1.1,30.5,23.1,14.9,2018-01-26,1,2018,3222.0,2018.0,2018-01-26 23:20:00,기타(쓰레기 화재등),,부주의,가연물 근접방치,0.0,0.0,0.0,0.0,기타,야외,모닥불,1.0,2018-01,23.0,winter
518410,522343,강원특별자치도,강릉시,105,2.5,-9.9,12.4,0.0,5.5,8.9,2.8,0.7,44.9,27.6,10.7,2018-01-27,1,2018,,,,,,,,,,,,,,,,,,
518411,522344,강원특별자치도,강릉시,105,2.4,-5.4,7.8,0.0,7.0,13.7,4.0,1.9,27.7,18.9,11.4,2018-01-28,1,2018,,,,,,,,,,,,,,,,,,
518412,522345,강원특별자치도,강릉시,105,-0.9,-9.0,8.1,0.0,7.7,13.6,3.9,1.4,27.2,19.9,13.0,2018-01-29,1,2018,,,,,,,,,,,,,,,,,,
518413,522346,강원특별자치도,강릉시,105,3.3,-8.3,11.6,0.0,8.2,13.5,4.0,1.5,52.5,29.7,16.3,2018-01-30,1,2018,,,,,,,,,,,,,,,,,,
518414,522347,강원특별자치도,강릉시,105,3.4,-0.7,4.1,0.0,4.9,9.4,2.8,0.7,51.8,33.5,15.8,2018-01-31,1,2018,,,,,,,,,,,,,,,,,,
518415,522348,강원특별자치도,강릉시,105,3.6,-4.5,8.1,0.0,4.2,6.1,2.4,1.3,58.2,35.2,16.7,2018-02-01,2,2018,,,,,,,,,,,,,,,,,,
518416,522349,강원특별자치도,강릉시,105,4.8,-4.5,9.3,0.0,6.3,11.2,3.5,1.4,68.6,51.2,25.4,2018-02-02,2,2018,4334.0,2018.0,2018-02-02 13:15:00,기타(쓰레기 화재등),,부주의,담배꽁초,1.0,0.0,1.0,0.0,기타,야외,기타야외,2.0,2018-02,13.0,winter
518417,522350,강원특별자치도,강릉시,105,0.5,-7.7,8.2,0.0,7.2,12.9,4.0,1.9,66.0,36.3,15.9,2018-02-03,2,2018,,,,,,,,,,,,,,,,,,
518418,522351,강원특별자치도,강릉시,105,-1.9,-8.7,6.8,0.0,7.3,13.1,4.8,2.6,34.9,26.4,17.5,2018-02-04,2,2018,,,,,,,,,,,,,,,,,,
518419,522352,강원특별자치도,강릉시,105,-2.5,-10.0,7.5,0.0,6.5,12.1,3.9,2.2,31.5,22.6,12.6,2018-02-05,2,2018,,,,,,,,,,,,,,,,,,
518420,522353,강원특별자치도,강릉시,105,-2.6,-10.7,8.1,0.0,6.0,9.6,3.7,1.7,33.8,25.3,16.2,2018-02-06,2,2018,,,,,,,,,,,,,,,,,,
518421,522354,강원특별자치도,강릉시,105,1.7,-10.2,11.9,0.0,6.1,10.2,3.4,1.5,29.7,22.9,13.9,2018-02-07,2,2018,5166.0,2018.0,2018-02-07 13:13:00,기타(쓰레기 화재등),,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,기타,야외,쓰레기,2.0,2018-02,13.0,winter
518422,522355,강원특별자치도,강릉시,105,1.7,-10.2,11.9,0.0,6.1,10.2,3.4,1.5,29.7,22.9,13.9,2018-02-07,2,2018,5254.0,2018.0,2018-02-07 20:19:00,기타(쓰레기 화재등),,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,0.0,기타,야외,기타야외,2.0,2018-02,20.0,winter
518423,522356,강원특별자치도,강릉시,105,1.7,-10.2,11.9,0.0,6.1,10.2,3.4,1.5,29.7,22.9,13.9,2018-02-07,2,2018,5267.0,2018.0,2018-02-07 21:25:00,임야,,부주의,담배꽁초,0.0,0.0,0.0,0.0,임야,산불,공유림,2.0,2018-02,21.0,winter
518424,522357,강원특별자치도,강릉시,105,5.5,-5.3,10.8,0.0,6.2,9.8,3.5,2.2,26.5,19.7,11.6,2018-02-08,2,2018,5320.0,2018.0,2018-02-08 09:01:00,기타(쓰레기 화재등),,부주의,불씨/불꽃/화원방치,1.0,0.0,1.0,39902.0,기타,야외,야적장,2.0,2018-02,9.0,winter
518425,522358,강원특별자치도,강릉시,105,5.5,-5.3,10.8,0.0,6.2,9.8,3.5,2.2,26.5,19.7,11.6,2018-02-08,2,2018,5362.0,2018.0,2018-02-08 13:01:00,임야,,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,임야,들불,기타 들불,2.0,2018-02,13.0,winter
518426,522359,강원특별자치도,강릉시,105,9.4,-2.9,12.3,0.0,4.8,10.0,2.4,0.9,39.9,33.1,26.6,2018-02-09,2,2018,5582.0,2018.0,2018-02-09 17:05:00,임야,,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,임야,산불,사유림,2.0,2018-02,17.0,winter
518427,522360,강원특별자치도,강릉시,105,8.0,-3.7,11.7,0.0,8.0,14.0,4.5,1.9,47.0,32.5,12.8,2018-02-10,2,2018,5754.0,2018.0,2018-02-10 15:47:00,기타(쓰레기 화재등),,부주의,기타(부주의),0.0,0.0,0.0,18.0,기타,야외,쓰레기,2.0,2018-02,15.0,winter
518428,522361,강원특별자치도,강릉시,105,-0.8,-6.9,6.1,0.0,7.6,15.3,4.5,2.9,41.2,21.7,12.8,2018-02-11,2,2018,5897.0,2018.0,2018-02-11 12:39:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,기타야외,2.0,2018-02,12.0,winter
518429,522362,강원특별자치도,강릉시,105,0.6,-8.3,8.9,0.0,8.5,17.5,3.9,2.2,33.0,23.5,17.5,2018-02-12,2,2018,6012.0,2018.0,2018-02-12 03:01:00,임야,,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,0.0,임야,들불,숲,2.0,2018-02,3.0,winter
518430,522363,강원특별자치도,강릉시,105,4.3,-5.6,9.9,0.0,7.3,14.3,3.9,2.0,43.3,33.6,18.3,2018-02-13,2,2018,,,,,,,,,,,,,,,,,,
518431,522364,강원특별자치도,강릉시,105,11.2,3.2,8.0,0.0,10.7,18.6,5.0,1.2,41.5,34.3,21.4,2018-02-14,2,2018,6376.0,2018.0,2018-02-14 13:17:00,기타(쓰레기 화재등),,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,기타,야외,공터,2.0,2018-02,13.0,winter
518432,522365,강원특별자치도,강릉시,105,11.2,3.2,8.0,0.0,10.7,18.6,5.0,1.2,41.5,34.3,21.4,2018-02-14,2,2018,6418.0,2018.0,2018-02-14 17:26:00,임야,,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,0.0,임야,들불,기타 들불,2.0,2018-02,17.0,winter
518433,522366,강원특별자치도,강릉시,105,5.4,-3.9,9.3,0.0,3.4,6.8,1.6,0.4,60.6,46.8,36.1,2018-02-15,2,2018,,,,,,,,,,,,,,,,,,
518434,522367,강원특별자치도,강릉시,105,9.8,-5.7,15.5,0.0,6.1,11.2,2.7,0.1,65.5,29.8,10.1,2018-02-16,2,2018,6668.0,2018.0,2018-02-16 10:50:00,기타(쓰레기 화재등),,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,기타,야외,쓰레기,2.0,2018-02,10.0,winter
518435,522368,강원특별자치도,강릉시,105,9.8,-5.7,15.5,0.0,6.1,11.2,2.7,0.1,65.5,29.8,10.1,2018-02-16,2,2018,6697.0,2018.0,2018-02-16 13:07:00,기타(쓰레기 화재등),,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,0.0,기타,야외,기타야외,2.0,2018-02,13.0,winter
518436,522369,강원특별자치도,강릉시,105,9.8,-5.7,15.5,0.0,6.1,11.2,2.7,0.1,65.5,29.8,10.1,2018-02-16,2,2018,6703.0,2018.0,2018-02-16 13:18:00,기타(쓰레기 화재등),,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,기타,야외,쓰레기,2.0,2018-02,13.0,winter
518437,522370,강원특별자치도,강릉시,105,9.8,-5.7,15.5,0.0,6.1,11.2,2.7,0.1,65.5,29.8,10.1,2018-02-16,2,2018,6765.0,2018.0,2018-02-16 19:06:00,기타(쓰레기 화재등),,부주의,담배꽁초,1.0,0.0,1.0,0.0,기타,야외,쓰레기,2.0,2018-02,19.0,winter
518438,522371,강원특별자치도,강릉시,105,3.4,-2.6,6.0,0.0,5.4,8.5,2.8,0.8,35.0,22.0,9.8,2018-02-17,2,2018,,,,,,,,,,,,,,,,,,
518439,522372,강원특별자치도,강릉시,105,4.9,-1.8,6.7,0.0,4.0,6.9,1.9,0.6,43.9,23.5,13.0,2018-02-18,2,2018,,,,,,,,,,,,,,,,,,
518440,522373,강원특별자치도,강릉시,105,8.9,0.5,8.4,0.0,5.0,8.0,2.0,0.4,43.5,30.9,22.1,2018-02-19,2,2018,,,,,,,,,,,,,,,,,,
518441,522374,강원특별자치도,강릉시,105,9.6,0.6,9.0,0.0,4.8,9.6,2.3,0.9,44.4,29.2,15.6,2018-02-20,2,2018,7325.0,2018.0,2018-02-20 03:47:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,쓰레기,2.0,2018-02,3.0,winter
518442,522375,강원특별자치도,강릉시,105,4.2,-3.1,7.3,0.0,4.7,7.5,2.1,1.0,42.9,27.0,15.6,2018-02-21,2,2018,,,,,,,,,,,,,,,,,,
518443,522376,강원특별자치도,강릉시,105,8.0,-3.4,11.4,0.0,6.9,11.1,3.1,0.6,45.5,29.8,16.5,2018-02-22,2,2018,7791.0,2018.0,2018-02-22 14:21:00,기타(쓰레기 화재등),,기계적 요인,정비불량,0.0,0.0,0.0,0.0,기타,야외,야적장,2.0,2018-02,14.0,winter
518444,522377,강원특별자치도,강릉시,105,10.2,0.4,9.8,0.0,5.8,12.2,2.7,0.8,53.1,38.4,20.6,2018-02-23,2,2018,7952.0,2018.0,2018-02-23 13:50:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,야적장,2.0,2018-02,13.0,winter
518445,522378,강원특별자치도,강릉시,105,8.4,0.5,7.9,0.0,5.1,10.3,2.2,0.7,83.5,67.2,32.6,2018-02-24,2,2018,,,,,,,,,,,,,,,,,,
518446,522379,강원특별자치도,강릉시,105,6.9,0.0,6.9,0.0,4.9,8.0,1.9,0.4,77.8,69.8,51.1,2018-02-25,2,2018,,,,,,,,,,,,,,,,,,
518447,522380,강원특별자치도,강릉시,105,7.0,-1.5,8.5,0.0,3.6,6.4,1.9,0.6,75.3,62.7,42.6,2018-02-26,2,2018,8324.0,2018.0,2018-02-26 12:17:00,임야,,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,0.0,임야,들불,기타 들불,2.0,2018-02,12.0,winter
518448,522381,강원특별자치도,강릉시,105,9.8,-2.4,12.2,0.0,3.1,5.0,1.4,0.2,75.7,65.4,48.8,2018-02-27,2,2018,8586.0,2018.0,2018-02-27 23:05:00,기타(쓰레기 화재등),,부주의,폭죽놀이,0.0,0.0,0.0,550.0,기타,야외,볏짚,2.0,2018-02,23.0,winter
518449,522382,강원특별자치도,강릉시,105,6.5,0.7,5.8,52.0,5.5,10.9,1.7,0.1,88.8,83.1,67.4,2018-02-28,2,2018,8629.0,2018.0,2018-02-28 08:17:00,기타(쓰레기 화재등),,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,기타,야외,기타야외,2.0,2018-02,8.0,winter
518450,522383,강원특별자치도,강릉시,105,6.5,0.7,5.8,52.0,5.5,10.9,1.7,0.1,88.8,83.1,67.4,2018-02-28,2,2018,8641.0,2018.0,2018-02-28 10:03:00,기타(쓰레기 화재등),,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,0.0,기타,야외,야적장,2.0,2018-02,10.0,winter
518451,522384,강원특별자치도,강릉시,105,6.5,0.7,5.8,52.0,5.5,10.9,1.7,0.1,88.8,83.1,67.4,2018-02-28,2,2018,8653.0,2018.0,2018-02-28 12:15:00,기타(쓰레기 화재등),,부주의,가연물 근접방치,0.0,0.0,0.0,110.0,기타,야외,기타야외,2.0,2018-02,12.0,winter
518452,522385,강원특별자치도,강릉시,105,6.5,0.7,5.8,52.0,5.5,10.9,1.7,0.1,88.8,83.1,67.4,2018-02-28,2,2018,8676.0,2018.0,2018-02-28 16:27:00,기타(쓰레기 화재등),,전기적 요인,절연열화에 의한 단락,0.0,0.0,0.0,192.0,기타,야외,쓰레기,2.0,2018-02,16.0,winter
518453,522386,강원특별자치도,강릉시,105,7.5,-1.3,8.8,2.0,7.6,15.1,4.1,0.8,89.6,49.9,21.8,2018-03-01,3,2018,,,,,,,,,,,,,,,,,,
518454,522387,강원특별자치도,강릉시,105,9.7,-3.0,12.7,0.0,7.2,12.8,3.4,1.4,41.2,28.0,13.4,2018-03-02,3,2018,,,,,,,,,,,,,,,,,,
518455,522388,강원특별자치도,강릉시,105,18.7,5.8,12.9,0.0,8.3,14.7,3.0,0.9,31.7,23.4,13.2,2018-03-03,3,2018,,,,,,,,,,,,,,,,,,
518456,522389,강원특별자치도,강릉시,105,17.3,5.6,11.7,14.0,7.8,14.1,3.8,0.9,89.1,60.7,31.4,2018-03-04,3,2018,,,,,,,,,,,,,,,,,,
518457,522390,강원특별자치도,강릉시,105,5.6,-0.7,6.3,36.0,4.1,8.2,2.4,1.2,92.0,83.2,67.3,2018-03-05,3,2018,,,,,,,,,,,,,,,,,,
518459,522392,강원특별자치도,강릉시,105,8.9,0.3,8.6,2.5,5.9,9.5,2.4,0.6,87.3,71.6,44.4,2018-03-07,3,2018,,,,,,,,,,,,,,,,,,
518460,522393,강원특별자치도,강릉시,105,3.6,0.4,3.2,16.0,4.6,7.7,1.8,0.3,91.5,87.5,78.7,2018-03-08,3,2018,,,,,,,,,,,,,,,,,,
518461,522394,강원특별자치도,강릉시,105,3.0,-0.4,3.4,1.5,3.0,5.8,1.4,0.2,86.9,79.7,72.0,2018-03-09,3,2018,,,,,,,,,,,,,,,,,,
518462,522395,강원특별자치도,강릉시,105,12.5,-2.3,14.8,0.0,6.2,11.6,2.0,0.0,90.3,55.0,30.2,2018-03-10,3,2018,,,,,,,,,,,,,,,,,,
518463,522396,강원특별자치도,강릉시,105,10.2,1.3,8.9,0.0,5.8,10.0,2.7,0.8,76.5,50.5,25.8,2018-03-11,3,2018,9996.0,2018.0,2018-03-11 22:19:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,55.0,기타,야외,기타야외,3.0,2018-03,22.0,spring
518464,522397,강원특별자치도,강릉시,105,18.5,0.0,18.5,0.0,5.8,12.2,1.9,0.1,83.6,49.6,25.8,2018-03-12,3,2018,,,,,,,,,,,,,,,,,,
518465,522398,강원특별자치도,강릉시,105,21.2,11.8,9.4,0.0,8.5,17.4,4.8,1.8,45.7,29.6,11.6,2018-03-13,3,2018,10225.0,2018.0,2018-03-13 15:10:00,기타(쓰레기 화재등),,전기적 요인,절연열화에 의한 단락,0.0,0.0,0.0,0.0,기타,야외,기타야외,3.0,2018-03,15.0,spring
518466,522399,강원특별자치도,강릉시,105,24.0,14.6,9.4,0.0,6.5,13.8,3.3,1.2,51.2,39.5,28.0,2018-03-14,3,2018,10302.0,2018.0,2018-03-14 06:27:00,임야,,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,임야,들불,논밭두렁,3.0,2018-03,6.0,spring
518467,522400,강원특별자치도,강릉시,105,21.4,3.2,18.2,6.0,9.9,17.2,3.1,0.7,87.2,60.9,44.9,2018-03-15,3,2018,10501.0,2018.0,2018-03-15 04:12:00,기타(쓰레기 화재등),,부주의,논/임야태우기,0.0,0.0,0.0,0.0,기타,야외,기타야외,3.0,2018-03,4.0,spring
518468,522401,강원특별자치도,강릉시,105,3.3,-0.9,4.2,1.5,3.5,7.4,2.2,1.2,85.9,59.6,49.8,2018-03-16,3,2018,,,,,,,,,,,,,,,,,,
518469,522402,강원특별자치도,강릉시,105,11.6,-2.8,14.4,0.0,3.4,6.1,1.7,0.4,76.2,52.9,27.9,2018-03-17,3,2018,,,,,,,,,,,,,,,,,,
518470,522403,강원특별자치도,강릉시,105,11.6,8.4,3.2,0.0,3.7,5.6,1.3,0.2,64.3,44.0,26.2,2018-03-18,3,2018,,,,,,,,,,,,,,,,,,
518471,522404,강원특별자치도,강릉시,105,10.7,4.6,6.1,12.0,3.7,7.2,1.4,0.2,87.8,71.1,43.0,2018-03-19,3,2018,,,,,,,,,,,,,,,,,,
518472,522405,강원특별자치도,강릉시,105,5.1,1.4,3.7,0.0,3.9,8.3,2.4,0.9,58.6,49.9,44.5,2018-03-20,3,2018,,,,,,,,,,,,,,,,,,
518473,522406,강원특별자치도,강릉시,105,2.4,0.9,1.5,2.5,4.4,7.9,2.5,1.2,85.4,70.5,56.0,2018-03-21,3,2018,,,,,,,,,,,,,,,,,,
518474,522407,강원특별자치도,강릉시,105,10.2,-0.8,11.0,0.0,3.3,5.6,1.7,0.3,80.4,53.4,24.0,2018-03-22,3,2018,,,,,,,,,,,,,,,,,,
518475,522408,강원특별자치도,강릉시,105,14.6,0.1,14.5,0.0,5.0,8.6,1.9,0.2,74.0,48.8,31.2,2018-03-23,3,2018,11325.0,2018.0,2018-03-23 20:32:00,기타(쓰레기 화재등),,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,기타,야외,쓰레기,3.0,2018-03,20.0,spring
518476,522409,강원특별자치도,강릉시,105,19.1,8.3,10.8,0.0,6.2,11.3,3.9,2.2,43.1,29.0,14.3,2018-03-24,3,2018,11461.0,2018.0,2018-03-24 22:02:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,쓰레기,3.0,2018-03,22.0,spring
518477,522410,강원특별자치도,강릉시,105,22.8,11.3,11.5,0.0,6.3,10.6,4.1,2.6,42.5,23.8,13.4,2018-03-25,3,2018,11616.0,2018.0,2018-03-25 18:42:00,임야,,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,임야,들불,논밭두렁,3.0,2018-03,18.0,spring
518478,522411,강원특별자치도,강릉시,105,22.8,11.3,11.5,0.0,6.3,10.6,4.1,2.6,42.5,23.8,13.4,2018-03-25,3,2018,11641.0,2018.0,2018-03-25 23:31:00,임야,,부주의,담배꽁초,0.0,0.0,0.0,0.0,임야,들불,논밭두렁,3.0,2018-03,23.0,spring
518479,522412,강원특별자치도,강릉시,105,24.9,15.0,9.9,0.0,6.9,12.3,3.7,0.8,34.7,25.1,15.1,2018-03-26,3,2018,11706.0,2018.0,2018-03-26 13:49:00,기타(쓰레기 화재등),,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,0.0,기타,야외,기타야외,3.0,2018-03,13.0,spring
518480,522413,강원특별자치도,강릉시,105,24.1,14.1,10.0,0.0,6.6,11.9,4.1,3.1,43.1,32.3,20.7,2018-03-27,3,2018,11840.0,2018.0,2018-03-27 13:35:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,쓰레기,3.0,2018-03,13.0,spring
518481,522414,강원특별자치도,강릉시,105,23.6,16.3,7.3,0.0,7.2,15.9,4.4,3.0,44.0,31.7,19.2,2018-03-28,3,2018,11965.0,2018.0,2018-03-28 10:54:00,기타(쓰레기 화재등),,부주의,용접/ 절단/ 연마,0.0,0.0,0.0,0.0,기타,야외,쓰레기,3.0,2018-03,10.0,spring
518482,522415,강원특별자치도,강릉시,105,23.6,16.3,7.3,0.0,7.2,15.9,4.4,3.0,44.0,31.7,19.2,2018-03-28,3,2018,11972.0,2018.0,2018-03-28 11:47:00,기타(쓰레기 화재등),,부주의,불씨/불꽃/화원방치,0.0,0.0,0.0,0.0,기타,야외,쓰레기,3.0,2018-03,11.0,spring
518483,522416,강원특별자치도,강릉시,105,18.6,7.9,10.7,0.0,6.1,11.1,2.7,0.6,63.5,45.4,31.4,2018-03-29,3,2018,,,,,,,,,,,,,,,,,,
518484,522417,강원특별자치도,강릉시,105,15.3,4.9,10.4,0.0,5.7,9.6,2.2,0.3,72.5,57.1,38.1,2018-03-30,3,2018,,,,,,,,,,,,,,,,,,
518485,522418,강원특별자치도,강릉시,105,25.8,6.3,19.5,0.0,6.1,10.7,2.5,0.1,81.4,47.1,19.7,2018-03-31,3,2018,12407.0,2018.0,2018-03-31 02:17:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,기타야외,3.0,2018-03,2.0,spring
518486,522419,강원특별자치도,강릉시,105,22.7,16.9,5.8,0.0,6.9,11.5,3.2,1.6,51.7,39.5,27.3,2018-04-01,4,2018,,,,,,,,,,,,,,,,,,
518487,522420,강원특별자치도,강릉시,105,25.9,16.6,9.3,0.0,6.7,12.7,3.7,2.1,52.2,39.2,29.0,2018-04-02,4,2018,,,,,,,,,,,,,,,,,,
518488,522421,강원특별자치도,강릉시,105,26.5,9.9,16.6,0.0,9.2,16.5,3.5,1.0,73.8,52.6,31.5,2018-04-03,4,2018,13022.0,2018.0,2018-04-03 19:55:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,기타야외,4.0,2018-04,19.0,spring
